num A B C D E F G H I J label
1135 1 0 1 1 1 1 0 1 1 0 yes
1136 1 1 0 1 0 0 1 1 0 1 yes
1137 1 1 0 1 1 1 0 1 0 0 no
1138 1 0 0 0 1 1 0 1 0 1 no
1139 0 0 1 1 0 0 0 0 0 0 yes
1140 0 1 0 1 0 1 1 1 1 0 yes
1141 0 0 0 1 1 0 0 1 0 0 yes
1142 1 1 0 1 1 0 1 1 1 0 yes
1143 0 1 1 0 0 0 1 1 1 0 no
1144 1 0 0 1 1 0 0 0 0 0 no
1145 0 0 0 1 1 0 0 1 0 1 yes
1146 0 0 0 1 0 1 0 1 0 1 yes
1147 1 0 1 1 1 0 0 0 1 0 yes
1148 0 0 1 0 0 1 0 1 1 1 no
1149 0 0 0 0 1 0 0 0 1 1 yes
1150 0 1 0 1 0 1 0 0 0 0 no
1151 1 1 0 1 1 1 1 1 0 1 yes
1152 0 1 1 1 1 1 1 1 0 0 no
1153 0 0 1 1 1 0 1 1 0 0 yes
1154 0 1 0 1 1 0 1 0 1 0 no
1155 1 0 0 1 1 1 0 0 1 1 yes
1156 1 0 0 0 0 1 1 0 0 0 no
1157 0 0 1 0 0 0 1 1 0 0 yes
1158 0 1 0 0 0 0 0 0 1 1 yes
1159 0 1 1 0 1 1 0 0 1 1 no
1160 1 1 1 1 1 0 0 0 0 1 no
1161 1 0 0 1 0 0 1 1 0 0 yes
1162 1 1 0 1 1 1 1 1 0 1 no
1163 1 0 1 0 0 0 0 0 1 1 no
1164 1 1 1 0 0 0 0 0 0 1 yes
1165 1 0 1 0 1 1 0 0 1 1 no
1166 0 1 0 1 1 1 1 1 1 1 no
1167 0 0 0 0 0 0 1 0 1 0 yes
1168 1 0 0 1 0 0 1 1 0 1 yes
1169 0 1 1 0 0 1 0 1 1 1 yes
1170 1 0 0 0 0 0 0 0 1 1 yes
1171 0 1 0 1 1 1 0 0 1 0 yes
1172 1 0 1 1 1 0 1 0 0 0 yes
1173 1 0 0 0 1 0 0 1 1 1 yes
1174 1 0 0 0 1 1 1 1 0 0 no
1175 1 1 1 0 1 0 1 1 0 1 yes
1176 0 0 1 0 0 1 1 1 0 0 yes
1177 0 1 1 1 0 0 0 0 1 0 yes
1178 1 0 0 0 0 0 0 0 0 0 yes
1179 0 1 0 0 1 1 1 0 1 1 yes
1180 0 0 0 1 1 1 1 1 1 0 no
1181 1 1 0 0 1 1 0 0 1 1 yes
1182 1 1 0 1 0 1 1 1 1 1 no
1183 0 0 0 1 1 1 1 1 0 1 yes
1184 0 1 1 1 0 0 1 1 1 0 no
1185 0 0 1 0 1 0 0 1 0 1 no
1186 1 1 0 1 1 0 0 1 1 0 no
1187 1 1 0 0 1 0 0 0 1 1 no
1188 1 1 0 1 0 0 0 0 1 0 yes
1189 0 0 1 1 0 1 0 1 0 1 yes
1190 1 0 1 1 1 1 0 0 1 1 yes
1191 0 0 0 1 0 1 0 1 0 0 yes
1192 1 1 0 1 0 1 1 0 0 1 yes
1193 1 1 0 1 1 1 1 1 0 0 yes
1194 0 1 0 0 1 0 1 0 1 0 yes
1195 1 0 1 1 0 0 1 1 1 0 no
1196 0 0 1 0 0 1 0 0 0 0 no
1197 1 1 0 1 0 1 1 1 1 1 no
1198 0 0 0 0 0 0 0 1 0 0 no
1199 0 0 1 0 0 0 0 1 1 1 no
1200 0 1 1 1 1 0 1 0 0 1 yes
1201 0 1 1 1 0 1 0 0 1 1 yes
1202 1 1 1 0 0 0 1 1 1 0 yes
1203 1 1 0 1 0 1 1 0 0 1 yes
1204 0 0 0 1 0 0 1 0 1 1 yes
1205 0 0 0 1 0 0 0 0 0 0 no
1206 0 1 0 0 0 0 0 1 1 1 yes
1207 1 0 1 1 1 0 0 0 0 1 no
1208 1 1 0 1 0 0 0 1 1 1 no
1209 0 1 0 1 0 0 0 1 0 1 no
1210 1 1 0 1 0 1 0 0 1 0 no
1211 1 0 0 0 1 0 0 1 0 0 no
1212 0 0 1 0 0 0 0 1 0 0 yes
1213 0 0 0 1 0 0 0 0 1 1 no
1214 0 1 0 0 0 1 0 0 1 0 no
1215 1 1 1 0 1 0 1 0 1 1 yes
1216 1 1 0 1 0 0 1 0 0 0 yes
1217 1 1 0 0 1 1 1 0 1 1 no
1218 1 1 0 1 0 1 1 0 1 0 no
1219 1 1 1 0 0 1 0 1 1 0 yes
1220 0 1 0 1 1 1 0 0 1 1 no
1221 0 0 1 1 1 1 1 0 1 0 yes
1222 0 1 0 0 1 1 0 1 1 1 yes
1223 1 1 1 0 1 1 1 0 0 0 yes
1224 1 0 0 1 0 0 1 0 1 1 no
1225 1 0 0 0 1 0 0 1 0 0 no
1226 1 0 0 1 0 0 0 0 1 1 yes
1227 0 0 0 0 0 1 1 1 1 0 no
1228 0 1 1 1 1 0 0 1 0 1 yes
1229 0 1 0 1 0 1 1 0 0 1 yes
1230 1 1 1 1 1 0 1 0 1 1 no
1231 0 1 0 1 1 0 0 1 0 1 yes
1232 1 0 1 0 0 1 0 1 0 0 no
1233 1 1 1 0 0 0 0 0 0 1 no
1234 0 0 0 1 0 0 0 1 0 0 yes
1235 1 0 1 1 1 0 1 0 1 1 yes
1236 1 1 1 0 0 1 1 1 1 1 yes
1237 0 0 1 1 0 1 1 1 1 1 no
1238 1 1 1 1 1 0 1 0 1 1 yes
1239 0 0 1 0 0 0 1 0 1 0 yes
1240 1 0 1 0 1 1 1 0 1 1 yes
1241 0 1 1 1 1 0 1 0 1 0 yes
1242 0 1 0 1 0 0 0 0 1 1 yes
1243 0 1 0 0 1 1 1 0 0 0 no
1244 1 0 0 1 0 1 1 0 1 0 no
1245 1 0 1 1 0 1 1 1 1 1 yes
1246 1 1 0 1 0 1 0 0 0 1 yes
1247 0 1 0 1 1 1 1 1 1 1 yes
1248 0 0 0 1 1 1 1 0 0 0 no
1249 0 1 0 1 1 1 0 0 1 1 no
1250 0 1 0 1 0 0 1 0 0 0 no
1251 0 0 0 0 0 1 0 0 1 0 no
1252 1 0 0 1 1 1 0 0 1 0 no
1253 0 1 1 1 1 1 1 0 1 0 no
1254 1 1 0 0 0 1 0 0 0 0 yes
1255 1 0 0 1 1 1 0 0 0 0 no
1256 0 1 0 1 0 1 0 0 0 0 yes
1257 1 1 1 0 0 0 1 1 0 1 yes
1258 0 1 1 0 0 1 0 1 1 0 yes
1259 0 0 0 1 0 1 0 0 1 1 yes
1260 0 0 0 0 0 1 1 0 0 1 yes
1261 0 1 0 0 0 1 1 0 0 0 no
1262 1 0 0 0 0 1 1 1 1 0 yes
1263 0 0 0 0 1 0 1 1 0 0 no
1264 0 1 0 0 1 0 1 1 1 1 no
1265 1 0 1 1 0 1 0 0 0 0 yes
1266 1 1 0 1 1 0 0 0 0 1 no
1267 0 1 0 0 1 1 0 0 0 0 no
1268 1 0 1 0 0 1 1 1 1 1 no
1269 1 1 1 0 1 1 1 0 0 1 no
1270 0 0 0 1 0 1 1 0 0 0 yes
1271 1 1 1 0 0 1 0 0 0 0 no
1272 1 1 0 1 0 1 0 0 1 0 no
1273 0 1 0 1 0 1 1 1 1 1 no
1274 0 0 1 1 1 0 1 0 0 1 yes
1275 0 0 1 1 1 1 1 0 1 1 yes
1276 1 0 0 1 0 1 1 1 1 0 yes
1277 0 1 1 0 0 0 0 0 1 0 yes
1278 1 1 1 1 1 0 1 1 0 0 no
1279 1 0 0 1 1 1 0 0 0 1 yes
1280 0 0 1 0 0 1 1 0 0 0 no
1281 1 0 1 0 0 1 0 0 1 1 yes
1282 0 1 1 1 1 1 0 0 1 0 yes
1283 0 1 1 1 1 1 1 1 1 0 no
1284 1 0 1 1 0 0 0 1 0 1 no
1285 0 1 1 0 0 0 0 1 0 0 no
1286 0 0 1 0 0 1 1 0 0 1 no
1287 0 1 1 1 0 1 1 0 0 1 yes
1288 0 1 0 1 0 1 0 1 1 0 yes
1289 1 0 1 1 0 0 0 1 1 0 no
1290 0 1 0 1 0 0 0 0 1 0 no
1291 0 0 1 0 1 1 1 0 1 0 no
1292 0 0 1 1 1 1 1 1 1 1 no
1293 0 1 1 0 0 0 1 1 0 0 yes
1294 1 1 0 0 1 1 1 1 1 0 yes
1295 1 0 1 0 1 1 1 0 0 0 yes
1296 0 0 1 1 0 1 1 0 1 0 yes
1297 1 0 1 1 0 0 0 1 0 1 yes
1298 0 0 0 1 0 1 1 1 0 1 yes
1299 1 0 0 1 1 0 1 1 1 1 yes
1300 1 0 0 1 1 1 1 1 0 0 no
1301 0 1 0 1 0 1 0 1 0 0 no
1302 1 0 0 0 1 1 1 0 1 0 no
1303 1 1 1 0 0 1 1 1 0 0 no
1304 0 0 1 1 0 1 1 0 1 1 no
1305 0 1 0 1 1 1 0 0 0 1 yes
1306 1 0 1 1 1 0 0 0 1 1 yes
1307 1 1 1 1 0 0 0 1 0 0 no
1308 1 1 1 1 1 1 0 1 1 0 yes
1309 0 1 1 0 0 0 1 1 0 0 yes
1310 0 0 0 1 0 1 0 0 0 1 no
1311 1 1 0 1 1 0 1 0 0 1 no
1312 0 1 0 0 0 1 0 0 0 0 yes
1313 0 1 0 1 1 0 0 0 1 0 yes
1314 0 1 0 1 1 1 0 0 0 1 no
1315 0 0 1 0 0 1 1 1 0 0 yes
1316 0 1 0 1 1 0 0 1 1 1 no
1317 0 0 0 0 0 1 1 1 1 1 yes
1318 1 0 0 0 1 1 0 1 0 1 yes
1319 0 0 0 1 0 1 0 1 1 0 no
1320 0 0 0 0 1 1 1 1 1 1 no
1321 0 1 0 0 1 1 1 1 0 0 no
1322 0 0 0 0 1 0 0 0 0 1 yes
1323 1 1 0 1 0 1 0 0 1 0 yes
1324 0 0 0 0 1 0 1 1 1 0 no
1325 0 0 1 1 0 1 0 1 0 1 no
1326 0 1 1 0 0 0 0 0 0 1 yes
1327 0 0 0 0 0 1 1 1 1 1 yes
1328 0 0 1 0 0 0 0 0 0 1 yes
1329 1 0 0 1 1 0 1 1 0 1 yes
1330 0 0 0 0 0 1 0 1 0 1 yes
1331 0 1 1 0 1 0 1 0 0 1 yes
1332 1 0 0 0 0 0 1 0 0 1 yes
1333 1 0 1 0 1 0 0 0 1 1 no
1334 1 0 0 0 0 0 1 1 0 1 no
1335 0 0 1 0 1 1 0 0 1 0 yes
1336 1 1 0 0 1 1 0 1 1 1 yes
1337 1 0 1 0 0 0 1 1 0 1 yes
1338 0 0 0 0 0 1 1 1 0 1 yes
1339 0 0 0 1 0 0 0 1 0 0 yes
1340 0 0 1 1 0 1 1 1 0 1 yes
1341 1 0 0 1 1 1 1 0 0 1 yes
1342 1 0 0 1 1 1 1 0 1 1 yes
1343 1 0 1 1 1 0 0 1 1 0 yes
1344 0 0 1 1 0 0 1 0 1 0 yes
1345 1 0 1 1 0 1 0 0 1 0 no
1346 0 1 0 1 1 0 0 0 0 0 no
1347 0 1 0 0 0 0 1 0 1 1 yes
1348 1 1 1 0 0 0 0 0 1 1 no
1349 1 1 1 0 1 1 1 0 1 0 no
1350 0 0 0 0 1 0 0 0 0 1 no
1351 1 1 1 0 0 1 1 1 0 1 yes
1352 0 0 0 0 1 0 1 1 0 0 yes
1353 0 0 0 1 0 0 0 1 1 1 yes
1354 0 0 0 1 1 0 0 0 0 1 yes
1355 0 1 0 0 0 1 1 1 1 1 no
1356 1 0 1 0 1 0 1 0 1 1 yes
1357 0 1 1 1 1 0 0 0 0 0 yes
1358 0 1 0 0 1 1 1 1 0 1 no
1359 1 0 1 1 0 0 1 1 1 1 yes
1360 1 0 0 1 1 0 0 0 1 0 no
1361 0 1 0 1 1 1 0 1 0 1 yes
1362 1 1 1 0 1 0 1 0 1 0 yes
1363 1 0 1 1 0 0 0 1 0 0 no
1364 1 0 1 1 0 1 1 1 0 0 yes
1365 0 1 0 1 0 1 1 1 0 0 no
1366 0 0 0 1 1 1 0 1 1 1 no
1367 1 0 1 1 1 1 1 0 1 1 yes
1368 0 1 1 0 0 0 0 1 1 0 no
1369 1 0 1 0 0 1 1 1 0 0 yes
1370 1 1 1 0 0 1 0 0 1 1 no
1371 0 0 0 1 1 1 0 1 1 0 no
1372 1 0 0 1 1 1 1 0 0 1 no
1373 1 0 0 0 1 0 1 0 0 1 yes
1374 1 1 0 1 1 0 0 1 1 1 no
1375 1 0 0 0 1 1 1 0 1 0 yes
1376 1 1 0 1 1 1 0 1 1 0 yes
1377 1 0 0 1 1 1 1 1 1 1 no
1378 1 1 0 1 0 0 1 1 1 1 no
1379 1 0 0 1 0 0 1 0 1 1 yes
1380 1 0 0 0 0 1 0 1 1 1 no
1381 0 1 1 0 1 0 0 0 0 0 no
1382 1 1 0 1 0 0 0 1 0 0 yes
1383 0 1 0 1 1 0 1 1 1 1 yes
1384 1 0 0 1 1 0 1 1 1 0 yes
1385 1 0 0 1 1 1 0 0 0 0 no
1386 1 1 0 0 0 0 1 0 1 1 yes
1387 1 1 1 0 1 1 1 0 1 1 yes
1388 1 1 0 0 0 0 0 0 0 0 yes
1389 1 1 0 0 1 1 1 1 1 1 no
1390 1 1 0 1 1 0 0 1 0 1 yes
1391 1 1 0 1 0 1 1 1 1 1 yes
1392 0 1 1 0 0 0 0 0 1 1 yes
1393 0 0 1 0 0 1 0 1 1 0 no
1394 1 0 0 1 0 1 0 1 0 0 yes
1395 0 1 0 0 1 1 0 1 0 1 yes
1396 0 0 1 0 0 0 1 0 1 1 no
1397 0 1 1 0 0 1 1 1 1 0 yes
1398 1 0 0 1 1 1 1 0 0 0 yes
1399 0 0 1 1 1 0 1 0 0 1 yes
1400 0 0 0 0 1 1 1 0 0 1 no
1401 0 0 0 1 0 1 1 0 1 1 yes
1402 0 1 1 0 1 0 0 1 0 0 yes
1403 0 1 1 1 1 1 1 1 0 1 no
1404 1 0 0 0 1 1 0 1 0 1 yes
1405 1 0 0 0 0 0 1 0 1 0 yes
1406 0 1 1 0 0 0 0 0 1 1 yes
1407 0 1 0 1 1 1 1 0 1 0 no
1408 1 0 0 0 0 0 0 1 1 1 no
1409 0 1 0 1 1 0 0 0 0 0 no
1410 0 1 1 0 0 0 1 0 1 0 yes
1411 0 1 0 0 0 1 1 0 0 1 no
1412 1 0 0 0 1 0 1 0 0 0 no
1413 1 0 0 0 1 1 1 1 0 1 no
1414 0 1 1 0 0 1 0 0 0 1 yes
1415 0 0 1 1 1 0 1 0 1 0 no
1416 0 1 1 0 0 1 1 1 0 1 no
1417 0 0 0 1 0 1 1 0 1 0 no
1418 1 0 1 1 0 0 0 0 1 1 no
1419 0 0 1 0 1 1 1 0 1 1 yes
1420 1 0 1 0 1 1 0 0 1 1 no
1421 1 1 0 1 0 1 1 0 1 1 yes
1422 1 1 0 0 0 1 0 0 0 1 yes
1423 1 1 0 0 1 1 0 0 1 1 yes
1424 0 1 0 1 0 0 0 0 0 0 yes
1425 1 0 1 0 0 1 1 1 1 0 no
1426 0 1 0 0 1 0 0 0 0 1 no
1427 0 0 0 1 0 0 1 0 1 0 yes
1428 0 1 0 0 1 0 1 1 0 1 no
1429 1 1 0 1 1 1 1 1 0 0 yes
1430 0 1 1 1 0 1 1 1 1 0 no
1431 0 0 1 1 0 0 1 1 0 1 yes
1432 1 1 1 0 1 0 1 0 0 1 yes
1433 1 1 1 1 0 0 1 1 1 0 no
1434 1 0 1 1 1 0 1 1 1 1 yes
1435 0 0 1 0 1 0 1 0 1 1 yes
1436 0 0 1 0 0 1 0 0 0 0 no
1437 0 1 1 1 1 0 0 0 0 1 yes
1438 0 0 1 1 0 0 0 0 1 1 yes
1439 1 0 0 1 1 1 0 0 0 0 no
1440 0 1 1 1 0 0 1 1 1 0 no
1441 0 0 0 1 0 0 0 0 1 0 no
1442 1 1 0 1 0 0 1 0 0 1 no
1443 1 0 0 0 0 0 0 1 1 1 no
1444 0 1 0 0 1 1 1 0 0 1 yes
1445 0 1 0 0 0 1 1 0 1 0 no
1446 0 0 0 0 0 0 1 1 0 0 yes
1447 0 1 0 1 1 1 0 1 0 0 no
1448 0 0 1 0 0 1 1 0 0 0 no
1449 1 1 0 1 0 1 1 0 1 0 yes
1450 0 1 1 0 1 1 1 1 0 1 yes
1451 1 0 1 0 1 1 1 1 1 1 yes
1452 0 1 1 0 1 1 1 0 1 1 yes
1453 0 0 0 0 1 0 1 0 1 1 no
1454 0 0 1 1 1 1 1 0 0 0 yes
1455 1 1 0 1 1 0 1 0 0 1 yes
1456 0 1 1 1 0 1 0 1 0 0 no
1457 0 1 1 1 0 0 1 1 0 0 no
1458 0 0 0 1 0 1 0 0 0 1 yes
1459 1 1 0 1 0 1 0 1 1 1 no
1460 0 0 0 1 0 0 0 1 0 1 no
1461 1 0 0 0 1 0 0 1 0 1 no
1462 0 0 1 0 0 0 1 1 1 0 no
1463 0 1 1 1 1 1 1 0 1 1 yes
1464 0 1 0 1 0 1 0 0 0 0 yes
1465 1 0 1 0 0 0 1 1 0 1 yes
1466 0 0 0 1 0 0 0 1 0 0 yes
1467 0 0 0 1 1 0 0 1 1 1 yes
1468 1 0 0 1 0 1 1 1 0 0 no
1469 1 1 1 0 0 1 1 1 1 1 yes
1470 0 1 1 0 0 0 0 1 1 0 no
1471 1 1 1 1 1 0 0 1 1 1 no
1472 1 1 1 1 1 1 1 1 0 0 no
1473 0 0 0 1 0 1 1 0 0 0 no
1474 0 1 1 1 0 1 1 0 0 0 no
1475 1 0 0 0 1 1 0 1 0 1 yes
1476 0 1 0 0 0 0 1 1 0 0 yes
1477 0 1 0 0 1 1 0 1 0 1 no
1478 1 0 0 1 0 0 1 1 1 1 yes
1479 0 0 1 1 0 1 1 1 1 1 no
1480 0 1 1 1 1 0 1 0 0 0 no
1481 1 1 1 1 0 0 1 1 1 1 no
1482 0 0 0 1 0 0 0 0 0 0 no
1483 0 1 1 1 0 1 1 1 1 0 no
1484 1 1 1 0 1 1 1 0 0 1 no
1485 1 1 0 1 0 1 1 1 1 0 yes
1486 1 0 0 0 0 0 1 0 0 0 no
1487 1 1 0 0 0 1 0 0 1 1 yes
1488 0 1 0 1 1 0 0 1 0 0 yes
1489 1 0 0 1 1 0 1 0 1 1 yes
1490 1 0 1 0 1 1 1 1 0 1 yes
1491 0 1 1 1 0 1 0 0 0 0 no
1492 0 0 0 0 1 0 0 0 0 0 no
1493 1 0 1 1 1 0 1 0 1 0 yes
1494 1 1 1 1 0 1 0 1 0 1 no
1495 0 0 1 0 0 1 1 0 1 1 no
1496 1 1 0 1 1 1 0 0 0 1 yes
1497 0 0 0 0 1 0 1 0 1 1 no
1498 1 0 0 0 1 1 0 1 1 1 no
1499 0 1 1 0 0 1 0 1 1 1 yes
1500 0 1 1 1 0 1 1 1 1 0 yes
1501 1 1 1 1 1 0 0 1 0 1 no
1502 1 1 1 0 0 0 1 1 1 0 yes
1503 0 0 1 1 0 0 0 0 0 1 no
1504 1 0 0 1 0 1 0 1 1 1 no
1505 0 0 1 1 1 0 1 0 1 1 no
1506 0 0 1 0 0 1 1 0 0 1 no
1507 0 1 0 1 0 1 1 0 1 1 no
1508 0 0 1 1 0 1 0 1 1 1 yes
1509 1 1 1 1 0 0 1 1 0 0 no
1510 1 1 0 1 0 0 0 0 1 0 no
1511 0 0 1 0 0 0 1 1 1 1 no
1512 0 0 0 1 0 0 1 1 0 1 yes
1513 0 1 0 0 0 1 0 1 1 0 no
1514 0 0 1 1 0 0 0 0 1 0 no
1515 1 1 1 1 1 0 0 1 0 0 yes
1516 1 0 1 0 1 0 0 1 1 1 no
1517 0 1 1 0 0 1 1 0 1 1 no
1518 1 1 0 0 0 1 1 1 0 1 no
1519 0 0 1 0 1 0 1 1 0 1 yes
1520 1 1 1 1 0 1 0 0 1 1 no
1521 1 1 0 0 1 1 0 0 1 0 yes
1522 1 1 0 1 0 0 0 0 1 0 yes
1523 0 0 1 1 0 1 1 0 1 1 no
1524 0 1 0 1 1 1 1 0 1 0 yes
1525 0 0 0 0 1 0 0 0 0 1 yes
1526 1 0 0 0 0 1 1 1 1 1 yes
1527 1 1 0 1 1 0 1 1 0 1 yes
1528 1 1 1 0 1 1 1 0 1 1 no
1529 0 1 1 1 1 0 1 0 0 0 no
1530 0 0 1 1 0 0 0 1 1 0 yes
1531 0 1 1 1 1 0 1 1 1 0 yes
1532 0 0 1 1 1 1 1 0 0 1 no
1533 1 1 1 0 1 0 1 0 1 1 yes
1534 1 1 0 0 0 1 1 1 1 1 yes
1535 0 1 0 0 1 0 0 0 1 0 no
1536 0 1 1 1 0 0 0 0 1 0 no
1537 1 1 0 1 0 0 1 0 0 1 yes
1538 0 1 1 0 0 0 0 0 0 0 no
1539 1 0 1 0 1 0 0 1 0 1 yes
1540 0 0 1 1 0 0 0 1 0 1 yes
1541 1 0 0 1 0 1 0 1 1 0 no
1542 0 1 1 0 0 0 1 0 1 0 no
1543 1 0 1 0 0 0 1 0 0 0 no
1544 1 1 0 1 1 1 0 0 1 0 yes
1545 0 0 1 1 0 1 0 0 1 0 yes
1546 0 0 1 1 1 1 1 1 0 0 no
1547 0 0 1 0 0 0 0 1 1 0 yes
1548 1 1 0 0 0 0 1 0 1 0 no
1549 1 1 0 1 1 1 0 1 0 1 no
1550 0 0 0 0 1 0 0 0 0 0 no
1551 1 1 0 0 0 1 0 0 0 1 yes
1552 0 1 1 1 0 1 1 1 1 1 yes
1553 0 1 1 1 0 0 0 0 0 0 yes
1554 0 1 0 1 1 0 1 0 0 0 no
1555 0 1 0 0 1 1 1 0 1 1 no
1556 0 1 0 0 1 1 1 0 0 1 no
1557 1 1 0 1 0 1 0 1 1 1 no
1558 0 1 1 1 0 1 1 1 1 0 yes
1559 0 0 1 0 1 0 0 0 0 1 no
1560 1 1 1 1 1 0 1 1 0 0 no
1561 0 0 1 1 0 1 1 1 1 1 no
1562 0 0 0 0 0 1 1 0 0 1 no
1563 0 1 0 1 1 1 0 1 0 0 no
1564 1 1 1 0 1 1 0 0 1 0 yes
1565 0 1 0 1 0 1 1 0 0 0 yes
1566 1 1 0 0 0 1 1 0 1 0 no
1567 1 0 0 0 1 0 1 1 1 1 yes
1568 0 1 0 1 0 1 0 0 1 1 no
1569 0 0 1 1 0 0 0 1 0 1 yes
1570 0 1 0 0 0 1 0 1 1 0 yes
1571 1 0 0 0 1 1 0 0 0 0 no
1572 1 0 0 0 1 1 1 1 0 1 no
1573 1 0 1 1 1 1 0 1 1 0 no
1574 0 0 1 0 0 0 1 0 0 0 yes
1575 0 0 0 0 1 1 0 1 1 0 yes
1576 1 0 1 1 1 1 1 0 1 0 yes
1577 0 1 0 0 1 1 0 0 1 0 yes
1578 1 0 0 0 0 1 0 1 1 0 yes
1579 1 0 0 1 0 1 1 0 1 0 yes
1580 0 1 0 0 0 0 0 0 1 1 no
1581 1 1 1 0 1 0 1 0 0 1 no
1582 1 1 1 1 1 1 0 0 0 1 yes
1583 1 0 0 1 1 0 1 0 0 1 yes
1584 0 0 0 1 1 1 0 1 1 0 no
1585 0 0 1 0 0 1 0 1 0 0 yes
1586 1 1 0 0 0 0 0 1 1 1 yes
1587 0 1 1 0 0 0 0 1 1 0 no
1588 0 0 0 0 0 1 0 0 0 1 yes
1589 1 1 0 1 0 0 1 1 0 1 yes
1590 0 0 1 1 0 0 1 1 0 1 yes
1591 1 0 0 0 1 1 1 0 1 0 yes
1592 1 1 0 0 0 0 0 0 0 1 no
1593 0 1 0 1 0 0 1 1 0 1 no
1594 1 1 1 1 1 1 0 0 1 0 no
1595 1 0 0 0 0 1 0 0 1 0 no
1596 0 1 1 0 0 0 0 0 0 1 yes
1597 1 1 1 0 0 0 1 1 1 1 no
1598 1 1 0 1 0 1 1 1 1 1 yes
1599 1 1 0 0 0 0 1 0 1 0 yes
1600 0 1 1 0 1 0 0 0 0 1 no
1601 0 0 0 0 1 1 0 1 1 0 no
1602 1 0 1 1 0 0 1 0 0 0 no
1603 0 1 1 0 1 0 1 0 1 0 yes
1604 1 1 0 1 0 0 1 1 0 0 no
1605 0 1 0 0 1 0 0 1 0 0 no
1606 0 0 1 1 0 0 1 1 0 0 yes
1607 0 1 0 0 1 0 1 1 0 1 no
1608 0 1 1 1 1 0 0 0 1 1 yes
1609 0 1 0 0 1 1 1 1 0 1 no
1610 0 0 0 0 1 0 0 0 0 0 no
1611 0 1 1 1 1 1 1 1 0 0 no
1612 0 0 1 0 0 0 1 0 1 0 no
1613 0 0 1 1 1 1 0 0 0 1 yes
1614 0 1 1 0 1 1 1 1 0 0 no
1615 1 0 1 0 0 1 1 0 0 0 yes
1616 0 0 1 0 0 1 1 0 0 1 yes
1617 0 1 1 0 0 1 1 1 1 1 no
1618 0 0 0 1 1 0 0 0 1 1 no
1619 0 0 0 1 1 0 0 0 1 1 yes
1620 1 0 0 1 1 0 0 1 1 0 no
1621 1 0 0 0 1 0 0 0 0 0 yes
1622 0 0 0 1 1 0 1 1 0 0 no
1623 1 0 1 1 0 0 0 0 1 1 yes
1624 0 1 0 0 0 1 1 1 0 1 no
1625 0 1 1 1 0 0 1 0 0 1 no
1626 1 1 1 0 0 0 0 1 0 1 yes
1627 0 0 0 1 0 1 1 0 1 1 yes
1628 0 1 1 1 1 1 0 0 0 0 yes
1629 1 1 0 1 0 0 0 1 0 1 yes
1630 1 0 1 0 1 1 0 0 0 0 no
1631 0 0 0 0 0 0 0 0 1 0 yes
1632 0 1 1 0 0 1 1 0 1 1 no
1633 1 1 0 0 1 1 0 1 1 1 no
1634 1 0 1 0 1 1 1 1 1 1 no
1635 1 1 0 0 1 1 1 0 1 0 yes
1636 1 0 1 1 1 1 0 0 1 1 yes
1637 1 0 1 0 1 1 0 0 0 1 no
1638 1 1 0 1 0 0 0 1 1 0 yes
1639 0 1 1 1 1 1 0 0 0 0 yes
1640 1 0 0 1 0 1 0 0 1 1 yes
1641 0 0 0 1 0 0 1 0 0 1 no
1642 1 1 0 0 0 0 0 0 1 1 yes
1643 0 0 0 0 0 0 1 1 0 0 yes
1644 0 1 1 0 0 1 1 1 1 0 yes
1645 1 1 0 0 1 1 0 0 0 0 yes
1646 1 0 1 1 1 0 0 1 1 1 no
1647 1 1 0 1 0 0 1 1 1 0 yes
1648 1 1 1 0 1 1 1 0 1 1 no
1649 0 1 1 0 1 1 0 1 1 1 yes
1650 1 0 1 1 0 1 1 0 0 1 no
1651 1 0 1 1 0 1 0 1 1 0 no
1652 0 1 0 1 1 0 1 1 0 0 no
1653 0 0 0 0 0 0 0 0 1 1 no
1654 0 0 1 0 1 1 0 1 1 1 yes
1655 1 0 1 0 0 1 1 1 0 0 no
1656 0 1 0 1 0 1 0 0 1 0 no
1657 0 0 0 0 1 0 1 0 0 0 yes
1658 0 1 1 0 1 0 1 1 0 0 yes
1659 0 0 0 1 1 0 1 0 0 1 no
1660 1 1 1 1 1 1 0 0 1 0 yes
1661 0 0 0 1 1 0 0 0 0 1 no
1662 1 0 1 1 0 1 1 1 0 0 no
1663 1 0 0 1 0 0 1 0 0 1 yes
1664 1 1 0 1 0 1 0 0 0 1 yes
1665 1 0 0 1 0 0 1 0 1 1 no
1666 0 0 1 1 1 1 1 1 0 1 no
1667 1 0 1 1 0 0 0 1 1 1 no
1668 0 1 1 0 1 0 1 0 0 0 no
1669 0 1 0 0 1 0 1 1 0 1 no
1670 1 1 1 0 1 1 0 1 1 0 yes
1671 0 0 0 0 1 0 1 1 0 1 no
1672 1 1 0 0 1 1 1 0 0 1 yes
1673 1 1 1 1 0 1 1 1 1 1 yes
1674 0 1 0 0 1 1 1 1 0 1 yes
1675 0 1 1 1 0 0 0 1 0 1 no
1676 1 1 0 0 0 0 0 0 1 0 no
1677 0 1 1 1 0 0 1 0 0 1 no
1678 0 0 0 0 0 1 1 1 1 1 no
1679 1 1 1 1 1 1 1 1 1 1 yes
1680 0 0 0 1 1 0 0 1 1 1 no
1681 0 1 1 0 0 0 1 0 0 1 no
1682 0 1 0 1 0 1 0 0 0 0 yes
